Month/Year,License Class,Trips Per Day,Farebox Per Day,Unique Drivers,Unique Vehicles,Vehicles Per Day,Avg Days Vehicles on Road,Avg Hours Per Day Per Vehicle,Avg Days Drivers on Road,Avg Hours Per Day Per Driver,Avg Minutes Per Trip,Percent of Trips Paid with Credit Card,Trips Per Day Shared
2016-04,FHV - Black Car,"14,535",-,"7,361","7,036","3,939",16.8,3.2,16.2,3.2,-,-,-
2016-04,FHV - High Volume,"217,147",-,"34,250","33,518","20,967",18.9,6.1,18.5,6,-,-,-
2016-04,FHV - Livery,"101,203",-,"18,275","17,192","12,538",21.9,5.7,21.3,5.5,-,-,-
2016-04,FHV - Lux Limo,"5,053",-,"3,599","3,593","1,839",15.4,2.5,15.5,2.4,-,-,-
2016-04,Green,"51,458","692,778","6,770","6,021","4,789",23.9,6.6,21.9,6.4,13,51%,-
2016-04,Yellow,"397,780","5,721,501","30,488","13,370","12,875",28.9,13.8,21.7,8.1,17.4,67%,-
2016-03,FHV - Black Car,"14,138",-,"6,836","6,543","3,846",18.2,3.2,17.5,3.2,-,-,-
2016-03,FHV - High Volume,"195,837",-,"31,716","32,016","19,685",19.2,5.8,19,5.7,-,-,-
2016-03,FHV - Livery,"95,707",-,"16,805","15,852","11,562",22.6,5.8,22.2,5.6,-,-,-
2016-03,FHV - Lux Limo,"4,425",-,"3,416","3,436","1,724",15.6,2.4,15.7,2.3,-,-,-
2016-03,Green,"50,850","673,269","6,816","6,043","4,768",24.5,6.5,22.3,6.3,12.6,50%,-
2016-03,Yellow,"393,886","5,614,089","30,327","13,379","12,828",29.7,13.6,22.2,8,15,67%,-
2016-02,FHV - Black Car,"19,854",-,"9,263","9,138","4,768",15.1,3.4,15,3.4,-,-,-
2016-02,FHV - High Volume,"201,940",-,"32,348","31,921","19,596",17.9,5.9,17.7,5.9,-,-,-
2016-02,FHV - Livery,"98,897",-,"17,135","16,039","11,676",21.1,5.8,20.6,5.6,-,-,-
2016-02,FHV - Lux Limo,"4,405",-,"3,250","3,370","1,701",14.7,2.4,15,2.3,-,-,-
2016-02,Green,"52,093","676,135","6,871","6,165","4,843",22.8,6.5,21.1,6.3,12.3,50%,-
2016-02,Yellow,"392,470","5,427,875","29,564","13,339","12,718",27.7,13.4,20.8,8,14.6,67%,-
2016-01,FHV - Black Car,"14,352",-,"8,911","8,788","4,087",14.4,3.1,14.3,3,-,-,-
2016-01,FHV - High Volume,"166,805",-,"32,497","32,056","19,007",18.5,5.5,18.2,5.5,-,-,-
2016-01,FHV - Livery,"89,661",-,"19,667","18,782","11,958",19.7,5.3,19.4,5.1,-,-,-
2016-01,FHV - Lux Limo,"3,721",-,"3,920","3,371","1,517",14,2.3,12.3,2.2,-,-,-
2016-01,Green,"46,621","613,966","6,994","6,253","4,648",23,6.3,21.2,6.1,12.5,49%,-
2016-01,Yellow,"351,816","4,886,897","29,276","13,347","12,244",28.4,12.7,21,7.9,15.4,66%,-
2015-12,FHV - Black Car,"15,377",-,"8,494","8,429","3,928",14.5,3.3,14.3,3.3,-,-,-
2015-12,FHV - High Volume,"168,786",-,"31,249","30,010","18,733",19.4,5.6,19,5.6,-,-,-
2015-12,FHV - Livery,"97,134",-,"17,652","16,698","12,283",22.8,5.7,22.3,5.5,-,-,-
2015-12,FHV - Lux Limo,"5,437",-,"3,887","3,948","1,878",14.8,2.5,14.7,2.4,-,-,-
2015-12,Green,"51,880","700,319","7,120","6,342","5,030",24.6,6.4,22.5,6.3,12.9,48%,-
2015-12,Yellow,"369,686","5,425,880","29,917","13,429","12,641",29.2,13.2,22,7.9,18.4,63%,-
2015-11,FHV - Black Car,"15,069",-,"7,790","7,942","4,024",15.2,3.2,15.1,3.3,-,-,-
2015-11,FHV - High Volume,"163,178",-,"30,119","28,845","18,141",18.9,5.7,18.4,5.6,-,-,-
2015-11,FHV - Livery,"93,451",-,"17,933","16,777","12,166",21.8,5.5,21.4,5.3,-,-,-
2015-11,FHV - Lux Limo,"5,583",-,"3,890","3,820","1,936",15.2,2.5,14.7,2.4,-,-,-
2015-11,Green,"50,999","685,908","7,132","6,342","5,036",23.8,6.4,21.8,6.2,12.9,49%,-
2015-11,Yellow,"377,076","5,502,861","30,270","13,428","12,732",28.4,13.3,21.3,7.9,20.4,64%,-
2015-10,FHV - Black Car,"16,756",-,"7,837","7,652","3,974",16.1,3.5,15.7,3.5,-,-,-
2015-10,FHV - High Volume,"163,168",-,"29,151","28,002","17,701",19.6,5.8,19.1,5.7,-,-,-
2015-10,FHV - Livery,"91,468",-,"17,790","16,712","11,834",22,5.6,21.6,5.3,-,-,-
2015-10,FHV - Lux Limo,"5,554",-,"3,805","3,840","2,008",16.2,2.5,16.6,2.5,-,-,-
2015-10,Green,"52,598","716,779","7,157","6,396","5,083",24.6,6.5,22.7,6.3,13.3,48%,-
2015-10,Yellow,"397,244","5,856,687","30,104","13,436","12,787",29.5,13.7,22.4,8.1,17.3,64%,-
2015-09,FHV - Black Car,"10,293",-,"5,937","5,875","2,769",14.1,3.2,14,3.2,-,-,-
2015-09,FHV - High Volume,"144,300",-,"26,914","26,050","15,814",18.2,5.8,17.8,5.7,-,-,-
2015-09,FHV - Livery,"60,764",-,"11,595","10,792","7,851",21.8,5.6,21,5.4,-,-,-
2015-09,FHV - Lux Limo,"4,069",-,"3,127","3,069","1,550",15.2,2.6,14.7,2.5,-,-,-
2015-09,Green,"49,830","687,469","7,181","6,403","4,932",23.1,6.4,21.2,6.2,13.2,47%,-
2015-09,Yellow,"374,156","5,520,038","29,912","13,423","12,523",28,13.2,20.8,8,16.5,62%,-
2015-08,FHV - Black Car,"7,988",-,"5,154","5,073","2,384",14.6,2.9,14.4,2.9,-,-,-
2015-08,FHV - High Volume,"123,807",-,"25,085","24,452","14,485",18.4,5.6,18,5.5,-,-,-
2015-08,FHV - Livery,"34,450",-,"7,141","6,327","4,379",21.5,5.7,19.9,5.4,-,-,-
2015-08,FHV - Lux Limo,"3,476",-,"2,389","2,462","1,188",15,2.5,14.5,2.3,-,-,-
2015-08,Green,"49,429","678,711","7,215","6,404","4,911",23.8,6.4,21.8,6.2,12.8,46%,-
2015-08,Yellow,"359,029","5,200,177","29,688","13,442","12,579",29,13.1,21.7,7.9,16.1,61%,-
2015-07,FHV - Black Car,"7,574",-,"4,296","4,248","2,117",15.5,3.1,15.4,3.1,-,-,-
2015-07,FHV - High Volume,"112,207",-,"22,070","22,646","13,358",18.3,5.5,17.5,5.4,-,-,-
2015-07,FHV - Livery,"18,526",-,"4,306","3,815","2,365",19.2,5.7,17.9,5.4,-,-,-
2015-07,FHV - Lux Limo,"3,136",-,"2,381","2,354","1,146",15.1,2.4,15.5,2.5,-,-,-
2015-07,Green,"49,730","681,299","7,321","6,473","4,981",23.9,6.3,21.7,6.1,13,45%,-
2015-07,Yellow,"372,979","5,392,570","29,999","13,490","12,599",29,13.1,21.8,7.9,15.7,62%,-
2015-06,FHV - Black Car,"9,276",-,"5,009","4,956","2,543",15.4,3.2,15.3,3.2,-,-,-
2015-06,FHV - High Volume,"102,793",-,"20,452","19,840","12,089",18.3,5.6,17.9,5.5,-,-,-
2015-06,FHV - Livery,"25,626",-,"4,800","4,281","3,008",21.1,5.8,19.5,5.6,-,-,-
2015-06,FHV - Lux Limo,"3,655",-,"2,461","2,501","1,368",16.4,2.6,16.6,2.5,-,-,-
2015-06,Green,"54,628","801,215","7,483","6,539","5,196",23.8,6.5,21.6,6.3,13.3,45%,-
2015-06,Yellow,"410,831","6,014,938","30,829","13,549","12,990",28.8,13.8,21.9,8,16.9,63%,-
2015-05,FHV - Black Car,"7,681",-,"4,561","4,550","2,055",14,3.2,14,3.2,-,-,-
2015-05,FHV - High Volume,"94,103",-,"19,076","14,122","8,120",17.8,5.4,18,5.6,-,-,-
2015-05,FHV - Livery,"31,153",-,"6,540","5,779","3,836",20.6,5.6,19,5.4,-,-,-
2015-05,FHV - Lux Limo,"3,580",-,"2,709","2,735","1,388",15.7,2.5,16,2.4,-,-,-
2015-05,Green,"57,637","862,099","7,513","6,508","5,177",24.7,6.8,22.2,6.5,13.6,46%,-
2015-05,Yellow,"424,459","6,239,552","31,442","13,580","13,006",29.7,14.1,22.4,8.1,16.4,62%,-
2015-04,FHV - Black Car,"10,060",-,"5,237","5,225","2,653",15.2,3.3,15.2,3.2,-,-,-
2015-04,FHV - High Volume,"82,498",-,"16,473","16,006","9,711",18.2,5.6,17.8,5.5,-,-,-
2015-04,FHV - Livery,"33,619",-,"7,121","6,416","4,530",21.2,5.4,20,5.2,-,-,-
2015-04,FHV - Lux Limo,"2,973",-,"1,977","1,990","1,059",16,2.7,16.1,2.6,-,-,-
2015-04,Green,"55,473","805,698","7,388","6,378","5,032",23.7,6.7,21.2,6.4,13,46%,-
2015-04,Yellow,"435,701","6,226,205","31,574","13,577","13,098",28.9,14.2,21.9,8.1,16.9,63%,-
2015-03,FHV - Black Car,"5,338",-,"2,921","2,882","1,296",13.9,3.3,13.6,3.3,-,-,-
2015-03,FHV - High Volume,"72,889",-,"14,995","14,290","8,579",18.6,5.5,18.2,5.5,-,-,-
2015-03,FHV - Livery,"25,025",-,"4,275","4,087","3,052",23.2,5.6,23,5.4,-,-,-
2015-03,FHV - Lux Limo,"1,439",-,957,990,553,17.3,2.6,18.7,2.5,-,-,-
2015-03,Green,"55,567","793,672","7,254","6,221","4,835",24.1,6.7,21.5,6.5,13,45%,-
2015-03,Yellow,"430,669","6,076,181","31,610","13,584","13,030",29.7,14,22.3,8,16.8,63%,-
2015-02,FHV - Black Car,"6,213",-,"2,640","2,620","1,618",17.3,3.5,17.2,3.5,-,-,-
2015-02,FHV - High Volume,"77,796",-,"14,180","13,531","8,402",17.4,5.8,17.1,5.8,-,-,-
2015-02,FHV - Livery,"23,250",-,"4,227","3,971","2,901",20.5,5.4,20.2,5.2,-,-,-
2015-02,FHV - Lux Limo,"1,782",-,"1,037","1,034",620,16.8,2.8,17.2,2.7,-,-,-
2015-02,Green,"56,242","798,649","6,880","5,984","4,723",22.1,6.9,20,6.6,12.9,45%,-
2015-02,Yellow,"444,633","6,097,785","30,969","13,617","12,979",26.7,14.1,20.3,8.1,15.8,64%,-
2015-01,FHV - Black Car,"5,359",-,"2,737","2,725","1,469",16.7,3.3,16.7,3.3,-,-,-
2015-01,FHV - High Volume,"60,357",-,"13,153","12,544","7,265",18,5.4,17.6,5.3,-,-,-
2015-01,FHV - Livery,"20,740",-,"4,526","4,181","2,848",21.1,5.2,20.5,5,-,-,-
2015-01,FHV - Lux Limo,"1,310",-,886,856,462,16.8,2.8,16.6,2.7,-,-,-
2015-01,Green,"48,659","673,523","6,919","5,897","4,498",23.6,6.6,21,6.3,12.1,45%,-
2015-01,Yellow,"411,238","5,442,278","31,236","13,633","12,721",28.9,13.4,21.5,7.9,15,62%,-
2014-12,Green,"53,078","701,885","6,933","5,812","4,651",24.8,6.8,21.7,6.5,12.9,44%,-
2014-12,Yellow,"419,776","5,868,025","32,048","13,642","13,041",29.6,13.9,22.3,7.9,14,58%,-
2014-11,Green,"51,600","684,927","6,622","5,558","4,499",24.3,6.9,21.3,6.6,13,45%,-
2014-11,Yellow,"440,576","6,113,253","32,260","13,642","13,095",28.8,14.3,21.8,8,13.8,59%,-
2014-10,Green,"48,100","649,348","6,488","5,347","4,280",24.8,6.8,21.3,6.5,13.1,45%,-
2014-10,Yellow,"459,087","6,432,093","32,091","13,665","13,162",29.9,14.5,22.7,8.1,13.8,59%,-
2014-09,Green,"45,394","623,638","6,311","5,202","4,153",23.9,6.7,20.6,6.4,13.2,44%,-
2014-09,Yellow,"445,782","6,284,615","32,191","13,647","13,087",28.8,14.3,21.7,8.1,13.9,59%,-
2014-08,Green,"43,381","595,477","6,249","5,136","3,989",24.1,6.7,20.7,6.4,12.8,42%,-
2014-08,Yellow,"409,305","5,709,153","31,429","13,622","12,919",29.4,13.8,22.2,7.9,13.1,57%,-
2014-07,Green,"41,094","560,319","6,180","5,130","3,958",23.9,6.4,20.8,6.1,12.7,42%,-
2014-07,Yellow,"422,771","5,832,040","31,515","13,633","12,943",29.4,13.8,22.5,7.8,13,57%,-
2014-06,Green,"44,590","616,892","6,158","5,069","4,040",23.9,6.7,20.7,6.4,13.2,41%,-
2014-06,Yellow,"460,393","6,490,355","32,747","13,651","13,154",28.9,14.6,22,8,13.6,58%,-
2014-05,Green,"45,853","636,698","6,136","4,957","3,998",25,6.9,21.3,6.5,13.4,41%,-
2014-05,Yellow,"476,569","6,718,530","33,060","13,581","13,098",29.9,14.9,22.7,8.1,13.6,57%,-
2014-04,Green,"43,625","580,228","5,894","4,811","3,799",23.7,6.8,20.4,6.4,12.5,39%,-
2014-04,Yellow,"487,275","6,613,192","33,086","13,524","13,074",29,15,22,8.1,12.9,57%,-
2014-03,Green,"41,718","543,542","5,620","4,566","3,547",24.1,6.9,20.7,6.5,12.2,37%,-
2014-03,Yellow,"497,661","6,612,023","33,229","13,442","13,020",30,15.1,22.6,8.1,12.4,58%,-
2014-02,Green,"35,895","465,192","5,085","4,207","3,065",20.4,6.8,17.8,6.5,12.6,35%,-
2014-02,Yellow,"466,522","6,122,310","32,634","13,376","12,852",26.9,14.6,20.2,8,12.6,59%,-
2014-01,Green,"25,923","331,334","4,564","3,818","2,409",19.6,6.5,17.2,6.1,11.9,35%,-
2014-01,Yellow,"444,537","5,790,713","32,775","13,366","12,778",29.6,14.1,21.9,7.8,12.2,57%,-
2013-12,Green,"19,435","257,398","3,317","2,736","1,707",19.3,6.8,16.9,6.4,12.3,32%,-
2013-12,Yellow,"450,634","6,176,199","33,335","13,356","12,858",29.8,14.5,22.2,7.8,13.1,53%,-
2013-11,Green,"12,692","168,976","2,160","1,754","1,044",17.9,7.1,15.5,6.6,12.3,34%,-
2013-11,Yellow,"479,527","6,470,910","33,191","13,336","12,926",29.1,15,21.9,8,12.9,55%,-
2013-10,Green,"5,477","74,128","1,261","1,128",500,13.7,6.6,12.8,6.3,12.4,33%,-
2013-10,Yellow,"483,921","6,648,711","33,417","13,334","12,962",30.1,15,22.5,8.1,13.1,56%,-
2013-09,Green,"1,632","23,087",478,445,159,10.7,6.3,10.2,6.2,12.7,34%,-
2013-09,Yellow,"470,147","6,493,533","33,292","13,340","12,881",29,14.9,21.5,8,13.1,55%,-
2013-08,Green,283,"4,028",129,114,33,7.3,5.4,6.8,5.1,11.4,30%,-
2013-08,Yellow,"406,246","5,553,989","32,388","13,318","11,959",27.8,14.2,20.7,7.9,-,54%,-
2013-07,Yellow,"445,861","5,983,709","32,748","13,327","12,830",29.8,14.3,22.2,7.8,12.5,53%,-
2013-06,Yellow,"479,148","6,555,608","33,452","13,341","12,922",29.1,15,21.7,8,13,54%,-
2013-05,Yellow,"492,962","6,744,373","33,267","13,334","12,929",30.1,15.1,22.5,8.1,13,53%,-
2013-04,Yellow,"503,249","6,714,891","33,084","13,343","12,949",29.1,15.1,21.9,8.1,12.4,54%,-
2013-03,Yellow,"507,914","6,646,912","32,965","13,334","12,927",30.1,15,22.5,8.1,12,53%,-
2013-02,Yellow,"499,556","6,356,651","32,052","13,338","12,867",27,14.6,20.4,8.1,11.7,54%,-
2013-01,Yellow,"476,544","6,045,087","32,213","13,344","12,863",29.9,14.4,22.3,8,11.4,52%,-
2012-12,Yellow,"474,005","6,326,604","32,257","13,346","12,806",29.7,14.6,22.4,8,12.5,49%,-
2012-11,Yellow,"459,114","6,094,937","31,701","13,324","12,551",28.3,14.2,21.3,7.9,12.5,50%,-
2012-10,Yellow,"468,377","6,346,508","32,104","13,328","12,555",29.2,14.6,22,8.1,12.8,50%,-
2012-09,Yellow,"484,783","6,512,203","31,698","13,322","12,826",28.9,14.9,22,8.2,12.8,50%,-
2012-08,Yellow,"463,841","5,357,572","30,777","13,318","12,785",29.8,14.4,22.8,8.1,12.3,48%,-
2012-07,Yellow,"463,784","5,292,247","31,174","13,320","12,773",29.7,14.4,22.7,8.1,12.2,48%,-
2012-06,Yellow,"503,139","5,831,841","31,561","13,332","12,940",29.1,15.1,22.6,8.3,12.8,48%,-
2012-05,Yellow,"502,097","5,838,542","31,723","13,325","12,887",30,15.1,23,8.3,12.9,47%,-
2012-04,Yellow,"515,848","5,861,876","31,579","13,319","12,864",29,15.1,22.2,8.3,12.2,47%,-
2012-03,Yellow,"520,764","5,860,835","31,401","13,320","12,927",30.1,15.1,23.2,8.3,12,48%,-
2012-02,Yellow,"516,585","5,655,691","30,803","13,317","12,896",28.1,14.9,21.8,8.3,11.6,48%,-
2012-01,Yellow,"482,811","5,220,456","30,944","13,317","12,588",29.3,14.5,22.3,8.2,11.3,47%,-
2011-12,Yellow,"481,410","5,493,999","31,196","13,323","12,830",29.9,14.7,22.9,8.2,12.7,43%,-
2011-11,Yellow,"484,122","5,572,296","31,022","13,319","12,858",29,14.7,22.3,8.2,12.9,44%,-
2011-10,Yellow,"506,532","5,790,312","31,341","13,322","12,857",29.9,15,23,8.3,12.7,45%,-
2011-09,Yellow,"487,470","5,687,581","30,917","13,313","12,797",28.8,14.9,22.2,8.3,13.1,44%,-
2011-08,Yellow,"427,740","4,851,734","30,144","13,295","12,216",28.5,13.9,21.9,8,12.1,44%,-
2011-07,Yellow,"475,475","5,350,809","30,683","13,270","12,612",29.5,14.6,22.6,8.3,12.1,43%,-
2011-06,Yellow,"503,152","5,743,238","31,094","13,285","12,760",28.8,15.1,22.4,8.3,12.6,43%,-
2011-05,Yellow,"501,708","5,730,613","31,259","13,291","12,745",29.7,14.9,22.8,8.3,12.5,42%,-
2011-04,Yellow,"490,577","5,456,034","31,022","13,302","12,178",27.5,15.1,21.3,8.4,12.1,42%,-
2011-03,Yellow,"518,212","5,717,207","30,960","13,288","12,852",30,15,23.1,8.4,11.9,43%,-
2011-02,Yellow,"507,167","5,474,959","30,359","13,253","12,678",26.8,14.9,20.8,8.4,11.8,43%,-
2011-01,Yellow,"434,297","4,661,317","29,682","12,798","11,624",28.2,14.4,21.4,8.2,11.7,41%,-
2010-12,Yellow,"445,727","4,985,892","29,414","12,491","11,612",28.8,14.7,21.9,8.2,12.6,38%,-
2010-11,Yellow,"463,701","5,165,797","29,348","12,347","11,876",28.9,14.8,21.9,8.2,12.2,39%,-
2010-10,Yellow,"457,996","5,122,617","29,128","12,268","11,271",28.5,15.3,21.9,8.4,12.3,39%,-
2010-09,Yellow,"517,972","5,827,246","28,989","12,221","11,765",28.9,14.7,21.7,8.3,12.3,38%,-
2010-08,Yellow,"404,115","4,490,108","28,574","12,206","11,224",28.5,14.4,21.5,8.1,11.8,37%,-
2010-07,Yellow,"472,752","5,216,891","30,562","13,307","12,457",29,14.5,22.3,8.2,-,37%,-
2010-06,Yellow,"494,137","5,503,949","30,812","13,305","12,671",28.6,14.9,22.2,8.3,-,36%,-
2010-05,Yellow,"499,374","5,561,218","30,950","13,309","12,729",29.6,14.8,22.7,8.3,-,35%,-
2010-04,Yellow,"504,798","5,502,545","30,827","13,326","12,856",28.9,14.8,22.3,8.3,-,35%,-
2010-03,Yellow,"415,567","3,011,750","28,709","12,183","10,382",26.4,15.1,20.4,8.3,11.5,35%,-
2010-02,Yellow,"397,969","3,392,416","28,255","12,171","10,045",23.1,14.6,17.6,8.3,11.1,35%,-
2010-01,Yellow,"479,376","4,968,817","30,659","13,305","12,727",29.7,14.3,22.5,8.2,-,32%,-